Business Name,Category,Email,Town,Region,Council Website,City Slug (for targeting)
Associació Cultural FocErrats,,focerrats@gmail.com,Vilanova del Vallès,Vallès Oriental,https://www.vilanovadelvalles.cat,vilanova-del-valles
Associació Nosaltres Vilanovins,,vilanovins@hotmail.com,Vilanova del Vallès,Vallès Oriental,https://www.vilanovadelvalles.cat,vilanova-del-valles
Associació de dones 'La Lluna',,doneslalluna@gmail.com,Vilanova del Vallès,Vallès Oriental,https://www.vilanovadelvalles.cat,vilanova-del-valles
Associació de participació ciutadana Vilanova oberta,,vilanovaoberta@gmail.com,Vilanova del Vallès,Vallès Oriental,https://www.vilanovadelvalles.cat,vilanova-del-valles
Biblioteca municipal 'Contravent',,b.vilanovav.c@diba.cat,Vilanova del Vallès,Vallès Oriental,https://www.vilanovadelvalles.cat,vilanova-del-valles
CAP Vilanova del Vallès,,vilanova.mn.ics@gencat.cat,Vilanova del Vallès,Vallès Oriental,https://www.vilanovadelvalles.cat,vilanova-del-valles
Casa de colònies Can Rabassa,,info@canrabassa.cat,Vilanova del Vallès,Vallès Oriental,https://www.vilanovadelvalles.cat,vilanova-del-valles
Casal d'avis 'Àngel de la guarda',,casalavisvv@gmail.com,Vilanova del Vallès,Vallès Oriental,https://www.vilanovadelvalles.cat,vilanova-del-valles
Centre Cultural Vilanova del Vallès - CCVV,,ccvv@vilanovadelvalles.cat,Vilanova del Vallès,Vallès Oriental,https://www.vilanovadelvalles.cat,vilanova-del-valles
Club bàdminton Vilanova del Vallès,,badmintonvilanova@gmail.com,Vilanova del Vallès,Vallès Oriental,https://www.vilanovadelvalles.cat,vilanova-del-valles
Club de Bàsquet Vilanova del Vallès,,cbvilanovadelvalles@hotmail.com,Vilanova del Vallès,Vallès Oriental,https://www.vilanovadelvalles.cat,vilanova-del-valles
Club de futbol Vilanova del Vallès,,futbolbase@cfvilanovadelvalles.es,Vilanova del Vallès,Vallès Oriental,https://www.vilanovadelvalles.cat,vilanova-del-valles
Colla gegantera de Vilanova del Vallès,,collagegantsvilanovadelvalles@gmail.com,Vilanova del Vallès,Vallès Oriental,https://www.vilanovadelvalles.cat,vilanova-del-valles
Deixalleria de Montornès,,cresidusvo@cresidusvo.com,Vilanova del Vallès,Vallès Oriental,https://www.vilanovadelvalles.cat,vilanova-del-valles
Eduxarxa 410,,eduxarxa410@vilanovadelvalles.cat,Vilanova del Vallès,Vallès Oriental,https://www.vilanovadelvalles.cat,vilanova-del-valles
Esbart dansaire Rosa dels Vents,,esbartrosadelsvents@gmail.com,Vilanova del Vallès,Vallès Oriental,https://www.vilanovadelvalles.cat,vilanova-del-valles
Escola Bressol Municipal La Baldufa,,a8064258@xtec.cat,Vilanova del Vallès,Vallès Oriental,https://www.vilanovadelvalles.cat,vilanova-del-valles
Escola La Falguera,,a8061026@xtec.cat,Vilanova del Vallès,Vallès Oriental,https://www.vilanovadelvalles.cat,vilanova-del-valles
Escola Mestres Munguet-Cortés (Edifici infantil),,a8039264@xtec.cat,Vilanova del Vallès,Vallès Oriental,https://www.vilanovadelvalles.cat,vilanova-del-valles
Farmàcia Maica Lluch,,mclluch001@cofb.net,Vilanova del Vallès,Vallès Oriental,https://www.vilanovadelvalles.cat,vilanova-del-valles
Federació de Municipis de Catalunya,,fmc@fmc.cat,Vilanova del Vallès,Vallès Oriental,https://www.vilanovadelvalles.cat,vilanova-del-valles
Institut Vilanova del Vallès,,iesvilanova@xtec.cat,Vilanova del Vallès,Vallès Oriental,https://www.vilanovadelvalles.cat,vilanova-del-valles
Magatzem municipal,,magatzem@vilanovadelvalles.cat,Vilanova del Vallès,Vallès Oriental,https://www.vilanovadelvalles.cat,vilanova-del-valles
Parc de la Serralada Litoral,,p.slitoral@diba.cat,Vilanova del Vallès,Vallès Oriental,https://www.vilanovadelvalles.cat,vilanova-del-valles
Pista Poliesportiva Coberta,,esports@vilanovadelvalles.cat,Vilanova del Vallès,Vallès Oriental,https://www.vilanovadelvalles.cat,vilanova-del-valles
Pànic teatre,,panicteatre@gmail.com,Vilanova del Vallès,Vallès Oriental,https://www.vilanovadelvalles.cat,vilanova-del-valles
"SAIAR  ""Cal Trempat"" (Centre diürn)",Centre de serveis d&#39;&agrave;mbit rural per a la gent gran.,csvilanovavalles@sumaracciosocial.cat,Vilanova del Vallès,Vallès Oriental,https://www.vilanovadelvalles.cat,vilanova-del-valles
Spai Jove,,spaijove@vilanovadelvalles.cat,Vilanova del Vallès,Vallès Oriental,https://www.vilanovadelvalles.cat,vilanova-del-valles
Taxi Vilanova (Toni Martín),,tonimartingarciasp@gmail.com,Vilanova del Vallès,Vallès Oriental,https://www.vilanovadelvalles.cat,vilanova-del-valles
Urgències 112,,,Alpens,Lluçanès,https://www.alpens.cat,alpens
061 - Emergències mèdiques,,,Alpens,Lluçanès,https://www.alpens.cat,alpens
Queviures i carnisseria Ca la Glòria / Embotits Artesanals Camprubí,,,Alpens,Lluçanès,https://www.alpens.cat,alpens
"Obres i Promocions Alpens, S.L.",,,Alpens,Lluçanès,https://www.alpens.cat,alpens
"Nedgia Catalunya, S.A.",,,Alpens,Lluçanès,https://www.alpens.cat,alpens
Administratives,,,Alpens,Lluçanès,https://www.alpens.cat,alpens
La Torre,,,Alpens,Lluçanès,https://www.alpens.cat,alpens
Sala polivalent de la SATI,,,Alpens,Lluçanès,https://www.alpens.cat,alpens
Farmaciola,,,Alpens,Lluçanès,https://www.alpens.cat,alpens
Associació de Jubilats i Pensionistes d’Alpens,,,Alpens,Lluçanès,https://www.alpens.cat,alpens
Associació de Caçadors d'Alpens,,,Alpens,Lluçanès,https://www.alpens.cat,alpens
L'actualitat a un clic,,,Alpens,Lluçanès,https://www.alpens.cat,alpens
"Forn de pa, queviures i estanc Cal Jolis",,,Alpens,Lluçanès,https://www.alpens.cat,alpens
Nucli antic d'Alpens,,,Alpens,Lluçanès,https://www.alpens.cat,alpens
Església parroquial de Santa Maria,,,Alpens,Lluçanès,https://www.alpens.cat,alpens
Sant Pere de Serrallonga,,,Alpens,Lluçanès,https://www.alpens.cat,alpens
Puigdon i Puigcornador,,,Alpens,Lluçanès,https://www.alpens.cat,alpens
Rocadepena,,,Alpens,Lluçanès,https://www.alpens.cat,alpens
AGBAR (aigua),,,Alpens,Lluçanès,https://www.alpens.cat,alpens
Línia regular de dilluns a divendres lectius,,,Alpens,Lluçanès,https://www.alpens.cat,alpens
Mas el Graell,,,Alpens,Lluçanès,https://www.alpens.cat,alpens
Guia de transport Interurbà i transport a demanda (TAD),,,Alpens,Lluçanès,https://www.alpens.cat,alpens
L'actualitat a un clic,,,Alpens,Lluçanès,https://www.alpens.cat,alpens
Motoclub Alpens,,,Alpens,Lluçanès,https://www.alpens.cat,alpens
Casino,,,Alpens,Lluçanès,https://www.alpens.cat,alpens
Instal·lacions 3 de tres,,,Alpens,Lluçanès,https://www.alpens.cat,alpens
Endesa SAU,,,Alpens,Lluçanès,https://www.alpens.cat,alpens
Tècnic municipal urbanisme,,,Alpens,Lluçanès,https://www.alpens.cat,alpens
Unió Europea,,,Alpens,Lluçanès,https://www.alpens.cat,alpens
Vera,,,Alpens,Lluçanès,https://www.alpens.cat,alpens
Administració Oberta de Catalunya,,,Alpens,Lluçanès,https://www.alpens.cat,alpens
Consultori local,,,Alpens,Lluçanès,https://www.alpens.cat,alpens
L'actualitat a un clic,,,Alpens,Lluçanès,https://www.alpens.cat,alpens
Pista poliesportiva municipal,,,Alpens,Lluçanès,https://www.alpens.cat,alpens
Teatre El Casino d'Alpens,,,Alpens,Lluçanès,https://www.alpens.cat,alpens
L'actualitat a un clic,,,Alpens,Lluçanès,https://www.alpens.cat,alpens
061 - Emergències mèdiques,,,Balenyà,Osona,https://www.balenya.cat,balenya
Antic Bar Piscines -La Peixera de l'IE,"Sala polivalent municipal i escolar on s&#39;hi realitzen diferents tallers, cursos, confer&egrave;ncies, etc.",,Balenyà,Osona,https://www.balenya.cat,balenya
Arquitecte municipal,,,Balenyà,Osona,https://www.balenya.cat,balenya
B.S.B Bellesa Salut Benestar,,,Balenyà,Osona,https://www.balenya.cat,balenya
Bar Dario,,,Balenyà,Osona,https://www.balenya.cat,balenya
Bar el Cruce,,,Balenyà,Osona,https://www.balenya.cat,balenya
Ca la Irene drogueria,"Drogueria, ferreteria i productes varis",,Balenyà,Osona,https://www.balenya.cat,balenya
L'actualitat a un clic,,,Balenyà,Osona,https://www.balenya.cat,balenya
Coaliment supermercat,Supermercat alimentaci&oacute;,,Balenyà,Osona,https://www.balenya.cat,balenya
Consorci Besòs Tordera,,,Balenyà,Osona,https://www.balenya.cat,balenya
Consorci Localret,,,Balenyà,Osona,https://www.balenya.cat,balenya
Coviran Supermercat,Supermercat d&acute;alimentaci&oacute;.,,Balenyà,Osona,https://www.balenya.cat,balenya
"Creart Osona, SL","Fabricaci&oacute; i venda de tovalloles, barnussos, pitets&hellip; personalitzats",,Balenyà,Osona,https://www.balenya.cat,balenya
El 9Inter,,,Balenyà,Osona,https://www.balenya.cat,balenya
El Nadal (Restaurant),,,Balenyà,Osona,https://www.balenya.cat,balenya
El Puig (casa de colònies),,,Balenyà,Osona,https://www.balenya.cat,balenya
El Sol (Granja-Pizzeria),,,Balenyà,Osona,https://www.balenya.cat,balenya
Els Arcs (Bar-Pizzeria),,,Balenyà,Osona,https://www.balenya.cat,balenya
Enginyer municipal,,,Balenyà,Osona,https://www.balenya.cat,balenya
Estació de Serveis Balenyà Benzinera,,,Balenyà,Osona,https://www.balenya.cat,balenya
L'actualitat a un clic,,,Balenyà,Osona,https://www.balenya.cat,balenya
"Instal·lacions Castells-Molist, SL","Treballs electricitat, instal&middot;lacions, llauners, gas, climatitzaci&oacute;, solar.",,Balenyà,Osona,https://www.balenya.cat,balenya
L'Enigma (Bar),,,Balenyà,Osona,https://www.balenya.cat,balenya
L'Habana (Bar),,,Balenyà,Osona,https://www.balenya.cat,balenya
L'Últim? (Bar-Restaurant),,,Balenyà,Osona,https://www.balenya.cat,balenya
LLibreria papereria Gatzeri,,,Balenyà,Osona,https://www.balenya.cat,balenya
L'actualitat a un clic,,,Balenyà,Osona,https://www.balenya.cat,balenya
La Taberna del poble (Restaurant),,,Balenyà,Osona,https://www.balenya.cat,balenya
Lollipop,,,Balenyà,Osona,https://www.balenya.cat,balenya
Mas Estabanell (Restaurant),,,Balenyà,Osona,https://www.balenya.cat,balenya
Osona-Respon,"V&iacute;ctor Palacios Garc&iacute;a
Psic&ograve;leg social (M&agrave;ster en Intervenci&oacute; Psicosocial)",,Balenyà,Osona,https://www.balenya.cat,balenya
Pavelló poliesportiu municipal de Balenyà,,,Balenyà,Osona,https://www.balenya.cat,balenya
Peixeteria,Venda de peix fresc i congelat,,Balenyà,Osona,https://www.balenya.cat,balenya
Pintures Hostalets,,,Balenyà,Osona,https://www.balenya.cat,balenya
L'actualitat a un clic,,,Balenyà,Osona,https://www.balenya.cat,balenya
Piscina municipal,,,Balenyà,Osona,https://www.balenya.cat,balenya
Pista coberta de l'Escola Carles Capdevila,,,Balenyà,Osona,https://www.balenya.cat,balenya
Punt de venda Sotvic,"Venda de roba, complements i merceria",,Balenyà,Osona,https://www.balenya.cat,balenya
Rostisseria Grego,,,Balenyà,Osona,https://www.balenya.cat,balenya
L'actualitat a un clic,,,Balenyà,Osona,https://www.balenya.cat,balenya
Teatre Municipal L'Ateneu,"Teatre, espectacles infantils, esdeveniments de les Festes d&#39;estiu, d&#39;hivern o Festes Majors, concerts, reunions,&nbsp;representacions i assajos.",,Balenyà,Osona,https://www.balenya.cat,balenya
Teixits Hermínia Pineda,,,Balenyà,Osona,https://www.balenya.cat,balenya
Treballadora Social,,,Balenyà,Osona,https://www.balenya.cat,balenya
Unió Europea,,,Balenyà,Osona,https://www.balenya.cat,balenya
Urgències 112,,,Balenyà,Osona,https://www.balenya.cat,balenya
Via Ferrada,"La via ferrada &eacute;s una instal&middot;laci&oacute; esportiva i nom&eacute;s es pot utilitzar per a aquesta pr&agrave;ctica, sempre que es tingui un domini t&egrave;cnic suficient per a fer-ne &uacute;s.",,Balenyà,Osona,https://www.balenya.cat,balenya
L'actualitat a un clic,,,Balenyà,Osona,https://www.balenya.cat,balenya
Administració Oberta de Catalunya,,,Borredà,Berguedà,https://www.borreda.cat,borreda
Botiga Queviures-Bar-Restaurant Cal Ferrer,,,Borredà,Berguedà,https://www.borreda.cat,borreda
061 - Emergències mèdiques,,,Borredà,Berguedà,https://www.borreda.cat,borreda
Aparcament municipal,,,Borredà,Berguedà,https://www.borreda.cat,borreda
Associació Gent Gran de Borredà,,,Borredà,Berguedà,https://www.borreda.cat,borreda
Bar Sant Marc,,,Borredà,Berguedà,https://www.borreda.cat,borreda
Botiga Sant Marc - Una mica de tot,,,Borredà,Berguedà,https://www.borreda.cat,borreda
Carnisseria Ramon Cunill,,,Borredà,Berguedà,https://www.borreda.cat,borreda
Casal de la gent gran,,,Borredà,Berguedà,https://www.borreda.cat,borreda
Centre Cívic,,,Borredà,Berguedà,https://www.borreda.cat,borreda
Cepsa,,,Borredà,Berguedà,https://www.borreda.cat,borreda
Construccions Camprubí,,,Borredà,Berguedà,https://www.borreda.cat,borreda
L'actualitat a un clic,,,Borredà,Berguedà,https://www.borreda.cat,borreda
Constructora Bòvil,,,Borredà,Berguedà,https://www.borreda.cat,borreda
Consultori local de Borredà,,,Borredà,Berguedà,https://www.borreda.cat,borreda
Emergències - 112,,,Borredà,Berguedà,https://www.borreda.cat,borreda
Endesa,,,Borredà,Berguedà,https://www.borreda.cat,borreda
Enginyer municipal,,,Borredà,Berguedà,https://www.borreda.cat,borreda
Excavacions Borredà PBM,,,Borredà,Berguedà,https://www.borreda.cat,borreda
Farmàcia Gemma Giner,,,Borredà,Berguedà,https://www.borreda.cat,borreda
Forn Pastisseria Pa amb xocolata,,,Borredà,Berguedà,https://www.borreda.cat,borreda
Funerària (Berga),,,Borredà,Berguedà,https://www.borreda.cat,borreda
Gorg del Salt,,,Borredà,Berguedà,https://www.borreda.cat,borreda
Goufone,,,Borredà,Berguedà,https://www.borreda.cat,borreda
Informació toxicològica de Barcelona,,,Borredà,Berguedà,https://www.borreda.cat,borreda
Institut de Toxicologia i Ciències Forenses,,,Borredà,Berguedà,https://www.borreda.cat,borreda
Jardí Bauma,,,Borredà,Berguedà,https://www.borreda.cat,borreda
L'actualitat a un clic,,,Borredà,Berguedà,https://www.borreda.cat,borreda
Lampisteria Eugeni,,,Borredà,Berguedà,https://www.borreda.cat,borreda
Local Puigmal,,,Borredà,Berguedà,https://www.borreda.cat,borreda
Mossos d'Esquadra,,,Borredà,Berguedà,https://www.borreda.cat,borreda
Perruqueria Montse,,,Borredà,Berguedà,https://www.borreda.cat,borreda
Piscina municipal d'estiu,,,Borredà,Berguedà,https://www.borreda.cat,borreda
Pista de tennis,,,Borredà,Berguedà,https://www.borreda.cat,borreda
Pista poliesportiva,,,Borredà,Berguedà,https://www.borreda.cat,borreda
Pista pàdel,,,Borredà,Berguedà,https://www.borreda.cat,borreda
Repsol,,,Borredà,Berguedà,https://www.borreda.cat,borreda
SMS Emergències persones sordes,,,Borredà,Berguedà,https://www.borreda.cat,borreda
Sant Benet de Casamitjana,,,Borredà,Berguedà,https://www.borreda.cat,borreda
Sant Esteve de Comià,,,Borredà,Berguedà,https://www.borreda.cat,borreda
Sant Martí de Boatella,,,Borredà,Berguedà,https://www.borreda.cat,borreda
Sant Sadurní de Rotgers,,,Borredà,Berguedà,https://www.borreda.cat,borreda
Santa Maria de Borredà,,,Borredà,Berguedà,https://www.borreda.cat,borreda
Santa Maria de Salselles,,,Borredà,Berguedà,https://www.borreda.cat,borreda
Serradora Albert Sala Escudé,,,Borredà,Berguedà,https://www.borreda.cat,borreda
Serradora Germans Gallet,,,Borredà,Berguedà,https://www.borreda.cat,borreda
Servei urgent d'ambulàncies,,,Borredà,Berguedà,https://www.borreda.cat,borreda
L'actualitat a un clic,,,Borredà,Berguedà,https://www.borreda.cat,borreda
Supermercat - Bar - Estanc Cal Ferrer,,,Borredà,Berguedà,https://www.borreda.cat,borreda
Supermercat Sant Marc,,,Borredà,Berguedà,https://www.borreda.cat,borreda
Telefónica,,,Borredà,Berguedà,https://www.borreda.cat,borreda
Torneria Molí Cirera,,,Borredà,Berguedà,https://www.borreda.cat,borreda
Tècnics compartits,,,Borredà,Berguedà,https://www.borreda.cat,borreda
Unió Europea,,,Borredà,Berguedà,https://www.borreda.cat,borreda
Vodafone,,,Borredà,Berguedà,https://www.borreda.cat,borreda
trefober del Berguedà s.l,,,Borredà,Berguedà,https://www.borreda.cat,borreda
L'actualitat a un clic,,,Borredà,Berguedà,https://www.borreda.cat,borreda
L'actualitat a un clic,,,Calella,Maresme,https://www.calella.cat,calella
Administració Oberta de Catalunya,,,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes
Abel Blancafort Bancells,,,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes
L'actualitat a un clic,,,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes
BOI GALTES,Confecci&oacute; i emmagatzematge d&#39;articles de guarnicioneria.&nbsp;,,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes
Bar Piscines Calldetenes,Servei de bar i restaurant en temporada d&#39;estiu.,,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes
Bar Sukipà,Bar.&nbsp;,,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes
Bar de l'Auditori Teatre,Servei de bar.,,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes
CA LA ROSA - ESTANC,"Venda d&#39;objectes de merceria, tabancs i loteries, espardenyeria i material el&egrave;ctric.&nbsp;",,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes
CARNISSERIA DALMAU,Carnisseria i xarcuteria.&nbsp;,,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes
CLAREL,"Venda al menor d&#39;articles de maquillatge, cosm&egrave;tica, perfumeria i llar.",,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes
Ca la Nena,Bar-restaurant.,,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes
L'actualitat a un clic,,,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes
Carpa Municipal,Situada a la zona esportiva.&nbsp;,,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes
Club Petanca,,,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes
Comissió de festes Darrera els Horts,,,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes
L'actualitat a un clic,,,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes
FESFIT Calldetenes,"Centre de wellness, esport i salut.&nbsp;",,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes
FLECA ANFRUNS,Fabricaci&oacute; i venda de pastisseria artesanal cuita amb llenya.,,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes
FORN PERE MAS - CA LA CINTA,Forn de pa.&nbsp;,,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes
Federació de Municipis de Catalunya,,,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes
L'actualitat a un clic,,,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes
Grup Pessebrista Calldetenes,,,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes
IM-MA,Perruqueria i est&egrave;tica.&nbsp;,,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes
JAUME SABORIT SL,,,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes
"JOSEP RAFUS, SCP",,,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes
Josep Ceamanos Badillo,,,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes
LLAUNERIA JORDI CUROS PONS,,,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes
L'actualitat a un clic,,,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes
MANYERIA FARRES,,,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes
MAS EL MARTI,,,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes
Marc Verdaguer i Montanyà,,,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes
NOETPERDIS SR Grupsis Associats,,,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes
"OSONA LOGISTIC, SL",,,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes
PASTISSERIA VINYETS,,,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes
PERRUQUERIA SÍLVIA MOLAS,Serveis de perruqueria,,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes
"POBLET TEIXIDOR, LLUIS",,,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes
PROLAC ALIMENTACIO,,,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes
L'actualitat a un clic,,,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes
"Plataforma de Defensa Mediambiental ""El Torrental""",,,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes
"QUALISERTEC, SL",,,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes
"RECICLARIDS OSONA, SL",,,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes
"RUIZ EXPOSITO, JOSE",,,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes
Restaurant El Roser,"Horari: dilluns i dimarts de 6:30 a 21 h, dimecres de 6:30 h a les 16h, divednres de 6:30 h a les 22h, dissabte de 7 a 22h i diumenge de 7 a 16 h.",,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes
Roger Pradell Farrés,,,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes
"SANTI VILA, SL",,,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes
SICAL,,,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes
TEULARIA CAN TONA,,,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes
L'actualitat a un clic,,,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes
TOP SILVER,,,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes
TRANSPORTS GERMANS BAULENAS,,,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes
Unió Europea,,,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes
Urgències 112,,,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes
Àgora estudi i consultoria SCP,,,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes
L'actualitat a un clic,,,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes
Tallers i activitats regulars al municipi,,,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus
Excursions 4x4 Castanyer Gros d'en Cuch,,,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus
Distribució dels plafons informatius d'entitats i associacions,,,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus
Planta distribuïdora ATLL,,,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus
L'actualitat a un clic,,,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus
Festes nadalenques,,,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus
Aparcament municipal,El municipi de C&agrave;noves i Samal&uacute;s disposa de 3 aparcaments oficials i 1 zona&nbsp;m&eacute;s destinada a aquesta finalitat.,,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus
Distribució dels plafons informatius d'entitats i associacions,,,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus
L'actualitat a un clic,,,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus
Aplec de Sant Salvador de Terrades,,,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus
Embassament de Vallforners,,,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus
Castell d'en Bori,,,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus
Ruta: El Castanyer Gros d'en Cuch,,,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus
Ruta: Masies i boscos de Samalús,,,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus
Ruta: Samalús rural,,,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus
Can Flaquer,,,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus
Ruta: Poblat ibèric de Lauro,,,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus
L'actualitat a un clic,,,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus
Vil·la romana de Can Martí,,,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus
Església de Sant Muç,"El terme es troba citat per primera vegada en el Cartulari de Sant Cugat, els anys 1002 i 1007&nbsp;i les primeres vegades que s&rsquo;esmenta la parr&ograve;quia es troben en el llibre de visites pastorals dels anys 1303 i 1307.",,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus
El Roc Fiter,,,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus
Correus i Telègrafs de Cànoves,,,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus
Capella de Santa Eugènia,,,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus
Estació depuradora  municipal d'Aigües Residuals,,,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus
Les masies de Samalús,,,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus
Passeig fluvial Antoni Crous,,,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus
L'actualitat a un clic,,,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus
Local social del Mirador del Montseny,,,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus
Local social de Can Volart,,,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus
Capella de Sant Salvador de Terrades,,,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus
La Carbonera,,,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus
Capella de la Mare de Déu de la Salut,,,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus
Forn ibèric de Cànoves,,,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus
Forn ibèric de Samalús,"Aquest forn s&oacute;n restes d&#39;un forn cer&agrave;mic, atribu&iuml;t a &egrave;poca ibero-romana.",,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus
Diada Nacional de Catalunya,,,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus
Festa de La Canallada,,,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus
L'actualitat a un clic,,,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus
Festa Major de Sant Andreu de Samalús,,,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus
Restaurant Can Candelich,,,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus
L'actualitat a un clic,,,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus
